mgrtomsa:confidence,id,msa,cleanedtweet,cleanedtweet2
1.0,420,تعتبر الشهادة في سرت أكثر هكذا أن تموت جيفة,الشهادة في سرت اكثر من هكي موتك جيفه,الشهادة في سرت اكثر من هكي موتك جيفه
1.0,420,ان تموت شهيدا في سرت خير من ان تموت جيفة,الشهادة في سرت اكثر من هكي موتك جيفه,الشهادة في سرت اكثر من هكي موتك جيفه
1.0,420,الشهادة في سرت اكثر من هكذا موتك جيفة,الشهادة في سرت اكثر من هكي موتك جيفه,الشهادة في سرت اكثر من هكي موتك جيفه
0.6503,421,لا اضن انه فهمتها هكدا و بعد فان كل السبونج اقول لهم بيوتي بلندر و لا يوجد اسم,لا منضنيش فهمتها هكي بعدين كل السبونج نقوللهن بيوتي بلندر ماشي فيهن الأسم,لا منضنيش فهمتها هكي بعدين كل السبونج نقوللهن بيوتي بلندر ماشي فيهن الأسم
1.0,422,لماذا تحمل ابنتك الهاتف  طوال النهار و الليل ..هل هي ابنتي ام ابنتك  اتمنى ان يمون رد امي هكذا,ليش بنتك شاده التليفون ليل نهار حرة هي بنتي ولا بنتك حلمي يكون رد ماما هكي,ليش بنتك شاده التليفون ليل نهار حرة هي بنتي ولا بنتك حلمي يكون رد ماما هكي
1.0,423,لم استمر والده على هذا فسينهي مسيرة والده سريعا,لو استمر بوه هكي بينهي مسيرة ولده بكري,لو استمر بوه هكي بينهي مسيرة ولده بكري
1.0,424,أنا لم أعد اتحمل أكثر من هذا,انا معش حا نتحمل اكثر من هكي,انا معش حا نتحمل اكثر من هكي
1.0,424,انا لن اتحمل اكثر من هكذا,انا معش حا نتحمل اكثر من هكي,انا معش حا نتحمل اكثر من هكي
0.6643,424,انا لناتحمل اكثر من هذا لا استطيع,انا معش حا نتحمل اكثر من هكي,انا معش حا نتحمل اكثر من هكي
1.0,427,سوف نعجنهم و نعمل لهم كيف يا يعملون للجماعة المتخرجين ضرب و هكذا,ح نلبزوهم وانديرولهم كيف مايديرو لجماعه متخرجين طرايح و هكي هههههههه,ح نلبزوهم وانديرولهم كيف مايديرو لجماعه متخرجين طرايح و هكي
1.0,430,رِيان الغرياني تي لا ليس هكذا,رِيان الغرياني تي لا مش هكي,ريان الغرياني تي لا مش هكي
0.6838,431,ها ها ها  هو تقريبا هكذا حتى معنا,ههههه هوا تقريبا هكي حتى نحنا,هوا تقريبا هكي حتى نحنا
0.674,439,لماذا علمتوا هكذا ابكيتموه والله حرام عليكم,اومق ليش درتو هكي بكيتوه والله حرام عليكم,اومق ليش درتو هكي بكيتوه والله حرام عليكم
1.0,446,لملم مثلا تصبح على صور مثل هذه,لملم مثلاً تصبح ع صورا هكي,لملم مثلا تصبح ع صورا هكي
1.0,448,سكيلاتشي  و اختاروا أسمائهم هكذا غنمة و شيريخان و لا أعرف ماذا,سكِيلاَتْشِي و خيره اسماهيم هكي غنمة و شيريخان و مش عارف شن,سكيلاتشي و خيره اسماهيم هكي غنمة و شيريخان و مش عارف شن
1.0,450,لم ادري ان السياقة صعبة جدا يدي ترتجف من كثرة القلق,ماكنتش نحساب السواقه واعره هكي يديا يسطرن من كثر الاعصاب,ماكنتش نحساب السواقه واعره هكي يديا يسطرن من كثر الاعصاب
0.6591,458,بعد هكذا اشياء مثل هذه تقول ماذا افعل,بعد يصيرن حاجات زي هكي تقعد تقول شنداير انا عشان هكي يصير,بعد يصيرن حاجات زي هكي تقعد تقول شنداير انا عشان هكي يصير
1.0,460,لماذا حياة البنت الليبية هكذا,ليش حياة البنت الليبية هكي,ليش حياة البنت الليبية هكي
1.0,468,سبحان الله كيف موصوع تعاني منه عدة شهور و لا تعرف كيف تتصرف و فجأة هكذا يعطيك ربي الحل,سبحان الله كيف موضوع تقعد تعاني منه شهور ومش عارف كيف تصرف وفجأة هكي ربي يعطيك الحل,سبحان الله كيف موضوع تقعد تعاني منه شهور ومش عارف كيف تصرف وفجأة هكي ربي يعطيك الحل
1.0,475,جينسيم ، إصبري نحن لم نتفق على هذا !! لن أقع في غرامه,جينسيم اصبري ماتفقناش ع هكي نحن لن اقع في غرامه نكبد,جينسيم اصبري ماتفقناش ع هكي نحن لن اقع في غرامه نكبد
1.0,480,على فكرة هل تغضبون مني عندما اسأل هذه ما هو معناها و هكذا,علي فكرا تتنرفزو مني لما نسال هذي شن معناها و هكي,علي فكرا تتنرفزو مني لما نسال هذي شن معناها و هكي
1.0,485,أقسم بالله أنه لا يوجد أحسن من أن الإنسان يبقى على طبيعته وعفوي,والله مافيش احسن من انه الانسان يقعد على طبيعته وعفوي هكي,والله مافيش احسن من انه الانسان يقعد على طبيعته وعفوي هكي
1.0,487,عطيّة لا يسهل علي أن أعمل لهم هكذا مع أنهم يستحقون,عطيّة ميهونش عليا انديرلهم هكي مع انهم يستاهلوا,عطية ميهونش عليا انديرلهم هكي مع انهم يستاهلوا
1.0,494,ما زلت لست مصدقة شيء لايينك ينزل اخيرا احسست كانه مرت سنة لم اقرا خبر هكذا,مازلت مش مصدقة شئ لإيبينك اخيراً بينزل حسيت كأنه مرّت سنة ماشفتش خبر هكي,مازلت مش مصدقة شئ لإيبينك اخيرا بينزل حسيت كأنه مرت سنة ماشفتش خبر هكي
1.0,501,كريم فهمي كيف انت خيال هكذا,كريم فهمي كيف انت خيال هكي,كريم فهمي كيف انت خيال هكي
1.0,515,هكذا عناد و فقط من دون أن تعرفوا بأن هناك تصويت أصلا,هههههههههههههه هكي عناد وخلاص من دون مانعرفو اللي داير التصويت اصلاً,هكي عناد وخلاص من دون مانعرفو اللي داير التصويت اصلا
1.0,517,كان قصدهم  جعلكم تكرهون النت,حتى كان قاصدين يكرهوك فالنت مش هكي,حتى كان قاصدين يكرهوك فالنت مش هكي
1.0,519,أترك رأي الذي في خاطرك هكذا,شطر للي في بالك خليك هكي,شطر للي في بالك خليك هكي
1.0,524,عندما تجدون ضحكة طويلة جدا في الحقيقة أني لا أضحك أبتسم مرات عديدة فقط,لما تشوفوا ضحكه هكي طولها هههههههههههههههههههههههههههه في الحق اني مانضحكش نبتسم مرات بس,لما تشوفوا ضحكه هكي طولها في الحق اني مانضحكش نبتسم مرات بس
0.6686,530,قناة الخضراء وضعت شريط أسود مكتوب عليه فبراير النكبه ولا شئ هكذا لولا,قناة الخضراء حاطه شريط اكحل مكتوب عليه فبراير النكبه ولا حاجه هكي لول,قناة الخضراء حاطه شريط اكحل مكتوب عليه فبراير النكبه ولا حاجه هكي لول
0.6661,532,لملم جميل انت تتعبني لملم جميل انت تتعبني,لملم باهي طويل هكي متعبني,لملم باهي طويل هكي متعبني
1.0,533,ميسي لماذا تفعل هذا  يا بني,ميسي ليش هكي يا ابني,ميسي ليش هكي يا ابني
1.0,537,بالعكس انت قبيحة بهذه الضحكة,بالعكس انت هكي متشمت بالضحكة هاذي,بالعكس انت هكي متشمت بالضحكة هاذي
0.6691,540,المصلين على على النبي ما أجملهم و وجوههم جميلة العاقبة لاجتماع  جميع الليبين كلهم,مصلى ع النبي محلاهم ومحلى جوهم عقبال مايجتمعوا الليبيين الكل هكى,مصلى ع النبي محلاهم ومحلى جوهم عقبال مايجتمعوا الليبيين الكل هكى
1.0,544,المفروض هكذا لو ترغبون في الامر الصحيح مصر مصراته,المفروض هكي لو تبو الصحيح مصر مصراته,المفروض هكي لو تبو الصحيح مصر مصراته
0.6884,547,هل من المعقول  هكذا انتهى الأمر و الله  ساءت حالنا في اجدابيا,معقوله الضي هكي خلاص والله تمرمدنا اجدابيا,معقوله الضي هكي خلاص والله تمرمدنا اجدابيا
1.0,559,تيّم الحسن هذا كنّا خيالي هكذا,تيّم الحسن هذا كنّا خيالي هكي,تيم الحسن هذا كنا خيالي هكي
1.0,560,كان متوقع ان يخدث اكثر من هدا والله الستار,وكان متوقع أكتر من هكى وربي يلطف بالي جاي,وكان متوقع أكتر من هكى وربي يلطف بالي جاي
