id,msa_verified,tweet,cleanedtweet2
2245,هكذا اكون من السنة الماضية وانا طالع,و هيك بكون من السنة الماضية و انا طالع,و هيك بكون من السنة الماضية و انا طالع
2270,أنا قلت هكذا وأنا أطير,@Libanaisepretty هههههه انا قلت هيك وانا بطير,انا قلت هيك وانا بطير
2270,أنا قلت ذلك وأنا أطير من الفرح,@Libanaisepretty هههههه انا قلت هيك وانا بطير,انا قلت هيك وانا بطير
2315,ماذا تتمنين لسعد ولكن حدث ذلك من قبل مع أحمد الشريف,@loloo55341  #تتمني_ايه_لسعد_في_2016  بس صارت قبل هيك مع احمد الشريف,تتمني ايه لسعد في بس صارت قبل هيك مع احمد الشريف
2333,أردوغان التطبيع مع إسرائيل مفيد لفلسطين اقتصاديا يا حياتي على هذا المنطق,اوردغان   التطبيع مع اسرائيل مفيد لفلسطين اقتصاديا  ياحياتي ع هيك منطق,اوردغان التطبيع مع اسرائيل مفيد لفلسطين اقتصاديا ياحياتي ع هيك منطق
2334,من يريد عمل تجاهل لنايل فليتحدث معي لأعيد تغريدته,الي رح يسوي سبام لنايل يحكي معي مشان اسوي رت,الي رح يسوي سبام لنايل يحكي معي مشان اسوي رت
2345,فقط أقول لك حبيبي ماذا يحدث وكيف تصبح الدنيا جميلة هكذا كثيرا,بس قولك حبيبى شو بيصير وكيف هالدنى بتحلى هيك كتيييييييير ❄️,بس قولك حبيبى شو بيصير وكيف هالدنى بتحلى هيك كتير
2389,لا يوجد أفضل من هذا الجو هلال و شتاء,@vpi7070 مافي أحلى من هيك جوو هلال وشتاء 😂😂😂😂😂,مافي أحلى من هيك جوو هلال وشتاء
2389,لا يوجد احلى من هيك جو هلال وشتاء,@vpi7070 مافي أحلى من هيك جوو هلال وشتاء 😂😂😂😂😂,مافي أحلى من هيك جوو هلال وشتاء
2405,يا قوم والله أدهم نابلسي هذا القادم إحساسه قوي جدا برنامج هكذا نغني,ي جدعان والله ادهم نابلسى دا القادم 🎵🎤🎧 احساسه فاجر اوى 💖 (برنامج هيك مغنى ),ي جدعان والله ادهم نابلسى دا القادم احساسه فاجر اوى برنامج هيك مغنى
2412,وأنت أيضا أسأل الله أن يرزقك بزوج أول لكي يرى منك طفلين,@ruru77144352 @miro_nk هههههههههههههه وانتي كمان الله يبعتلك زوج اول مشان يشوف منك تنين,وانتي كمان الله يبعتلك زوج اول مشان يشوف منك تنين
2493,لا تجعل اهتمامك بشخص على هيئة تحقيق فليس هذا هو الاهتمام يا إخوان,"تخليش اهتمامك بشخص ع هيئة ""تحقيق""   مش هيك الاهتمام يخوان 🚶",تخليش اهتمامك بشخص ع هيئة تحقيق مش هيك الاهتمام يخوان
2511,أورانج لأجل الله ما زلنا في أول يوم بالشهر,اورانج مشان الله لساتنا أول يوم بالشهر!,اورانج مشان الله لساتنا أول يوم بالشهر
2605,حسبنا الله ونعم الوكيل فيهم كل ذلك من أجل قطعة,@sajakhaldi حسبنا الله ونعم الوكيل فيهم 😟 كل هاذ مشان شقفة 👖😒,حسبنا الله ونعم الوكيل فيهم كل هاذ مشان شقفة
2605,حسبنا الله ونعم الوكيل فيهم كل هذا من أجل قطعة,@sajakhaldi حسبنا الله ونعم الوكيل فيهم 😟 كل هاذ مشان شقفة 👖😒,حسبنا الله ونعم الوكيل فيهم كل هاذ مشان شقفة
2606,في السنة الجديدة نريد أن نعرف ماذا تريدون لكي تنشئوا لنا دولة,#بالسنة_الجديدة_بدنا نعرف شو بدكن حتى تعملولنا دولة,بالسنة الجديدة بدنا نعرف شو بدكن حتى تعملولنا دولة
2606,في السنة الجديدة نريد أن نعرف ماذا تريدون لكي تصنعوا لنا دولة,#بالسنة_الجديدة_بدنا نعرف شو بدكن حتى تعملولنا دولة,بالسنة الجديدة بدنا نعرف شو بدكن حتى تعملولنا دولة
2645,مروان لماذا هو متجمد هكذا؟ رافاييل سوف يشعل المسرح,مروان ليش هيك جامد ؟؟ رافاييل رح يولع المسرح 😻🔥 #StaracArabia,مروان ليش هيك جامد ؟؟ رافاييل رح يولع المسرح
2752,رائع ولا أجمل من هكذا وصف لقد أحببته أحسنت,@al7neen007 روعة ولا احلى من هيك وصف حبيت برافو عليكي 👏👏👏,روعة ولا احلى من هيك وصف حبيت برافو عليكي
2799,لا تتركني هكذا يا حبيبي ابقى ويحلو السمر,ما تتركني هيك .. حبيبي خليك .. و بيحلي السمر ❤️❤️,ما تتركني هيك حبيبي خليك و بيحلي السمر
2799,لا تتركني هكذا حبيبي ابقى ويحلو السمر,ما تتركني هيك .. حبيبي خليك .. و بيحلي السمر ❤️❤️,ما تتركني هيك حبيبي خليك و بيحلي السمر
2801,لا هذا كثير هل يعقل هذا الغباء والتفاهة؟,@MohamadAub لا هيك كتير!! معقول هالغباء و التفاهة,لا هيك كتير معقول هالغباء و التفاهة
2845,يمكن أنه إذا فعلت هذا تفلح,#يمكن_اذا اذا عملت هيك تزبط,يمكن اذا اذا عملت هيك تزبط
2845,ربما إذا فعلت هكذا تنجح,#يمكن_اذا اذا عملت هيك تزبط,يمكن اذا اذا عملت هيك تزبط
2860,من قال ذلك مخطئ برج العقرب سيء الحظ لمدة سنتين مع احترامي لك,@Fadi_Hamdan يلي قال هيك غلطان! برج العقرب سنتين نحس لمؤاخذة حضرتك 🙆🏻,يلي قال هيك غلطان برج العقرب سنتين نحس لمؤاخذة حضرتك
2871,من الممكن إذا خففت من مزاحك قليلا وأنا أتحدث سيكون أفضل,#يمكن_اذا بتخفف هضامة شوي أنا وعم بحكي بكون أحسن,يمكن اذا بتخفف هضامة شوي أنا وعم بحكي بكون أحسن
2871,من الممكن أنه إذا خففت مزاحك قليلا عندما أتكلم أن يكون ذلك أفضل,#يمكن_اذا بتخفف هضامة شوي أنا وعم بحكي بكون أحسن,يمكن اذا بتخفف هضامة شوي أنا وعم بحكي بكون أحسن
2877,يا عم لا تبكي لأني لن أبكي أبي ذهب إلى الله وأنت العوض فيه سعد,@KuwaiT_ALYoum @khaledAlmoanes  ياعم لاتبكي مشان آنا لابكي أبوي لله راح وأنت العوض فيه  #سعد,ياعم لاتبكي مشان آنا لابكي أبوي لله راح وأنت العوض فيه سعد
2955,أنزلوا الطبقة ومع هذا نسيم يبدع كالعادة حنان أفسدت الأغنية للأسف,#staracarabia وطو طبقة ومع هيك نسيم بيبدع كالعادة حنان خربت الغنية مع لاسف,وطو طبقة ومع هيك نسيم بيبدع كالعادة حنان خربت الغنية مع لاسف
2981,هل هناك أجمل من هكذا شيب؟ أحبك وأحب كل شيء فيك,في احلى من هيك شيبات بحبك وبحب كلشي فيك #FaresKaramInStarac,في احلى من هيك شيبات بحبك وبحب كلشي فيك
3021,أفضل أداء اليوم كان لحنان ورافي ونسمة هكذا نريدكم دائما,احسن أداء اليوم حنونه ورافي ونسوم اي هيك بدنا ياكم دايما,احسن أداء اليوم حنونه ورافي ونسوم اي هيك بدنا ياكم دايما
3034,هكذا دخلت الفرحة قلبي عندما رأيت ابتسامتك يا أبو سمرة,@samar_ihab ههههههه هيك الفرحة دخلت قلبي لما شوفت ابتسامتك يا أبو سمرة,هيك الفرحة دخلت قلبي لما شوفت ابتسامتك يا أبو سمرة
3304,أشعر أنني داخل موقع إباحي بشرفكم ليست الصور هكذا,حاسس حالي داخل مرقع اباحي بشرفكم مش هيك الصور,حاسس حالي داخل مرقع اباحي بشرفكم مش هيك الصور
3373,إيهاب هذا غير معقول ما يحدث لا يوجد أكبر من هذه الفضيحة,ايهاب؟؟؟؟ لا مش معقول اللي عم يصير.. لا في اكبر من هيك فضيحة ؟؟ 😱😱 #ihabamir  #staracarabia,ايهاب؟ لا مش معقول اللي عم يصير لا في اكبر من هيك فضيحة ؟؟
3374,أنت لست أي أحد لذلك أخبرك,@hibaa_es @ireh2m1 ههههههههههههه انتي مو حد  عشان هيك بحكيلك  🙈😂😂😂😂😂,انتي مو حد عشان هيك بحكيلك
3374,أنت لست شخصا عاديا لذلك أقول لك,@hibaa_es @ireh2m1 ههههههههههههه انتي مو حد  عشان هيك بحكيلك  🙈😂😂😂😂😂,انتي مو حد عشان هيك بحكيلك
3377,عندما يتساقط الثلج لا يسعك إلا أن تطير من الفرح وكأنها المرة الأولى التي ترى فيها هذا المنظر,#بس_تثلج ما فيك الا تطير من الفرحة كأنو أول مرة بتشوف هيك منظر😂,بس تثلج ما فيك الا تطير من الفرحة كأنو أول مرة بتشوف هيك منظر
3394,ما أجمل هذه الفخامة ياريت لو يستمرون بوضع أشياء كهذه,#محن_الMtv  شي فخامة ياريت يضلو يحطو هيك اشياء 🙌🙌,محن ال شي فخامة ياريت يضلو يحطو هيك اشياء
3510,هكذا كذلك نريد أن نسترزق يا أختي,@girlyPrincess24 هيك شي بدنا نسترزق يا أختي 😂😂,هيك شي بدنا نسترزق يا أختي
3510,هكذا نسعى للرزق يا أختي,@girlyPrincess24 هيك شي بدنا نسترزق يا أختي 😂😂,هيك شي بدنا نسترزق يا أختي
3582,هكذا أخبروك وأخبرونا ونحن صدقنا ولم نتحقق,@mahmoudWnada @RAlayoubi هيك خبروك وخبرونا .. ونحنا صدقنا ولم نتحقق,هيك خبروك وخبرونا ونحنا صدقنا ولم نتحقق
3587,و عديني أن لا تتسرعي في الحكم في مثل هذه المواضيع لأنها ليست مزحة,وبتوعدي انو ما تتسرعي بالحكم ف هيك مواضيع لأنو مش مزحة ☺,وبتوعدي انو ما تتسرعي بالحكم ف هيك مواضيع لأنو مش مزحة
3603,رأيتم حنان كيف كانت فرحانة وأول شخص حضنته كان بيسو هكذا تكون الصداقة أليس كذلك؟,شفتو حنان كيف فرحانا و اول واحد حضنو هو بيسو هيك الصداقة و لا بطل,شفتو حنان كيف فرحانا و اول واحد حضنو هو بيسو هيك الصداقة و لا بطل
3661,يا رب سامحني على هكذا فعلة,يارب تسامحني على هيك عمله🙆🏼,يارب تسامحني على هيك عمله
